instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_count,weekend,season_name,hr_label,total,time_cluster
10799,2012-03-31,2,1,3,1,0,6,0,2,0.4,0.4091,0.76,0.194,17,65,82,1,Summer,01:00,82,Night
10800,2012-03-31,2,1,3,2,0,6,0,2,0.42,0.4242,0.77,0.2537,14,55,69,1,Summer,02:00,69,Night
10801,2012-03-31,2,1,3,3,0,6,0,1,0.4,0.4091,0.82,0.2537,10,21,31,1,Summer,03:00,31,Night
10802,2012-03-31,2,1,3,4,0,6,0,1,0.42,0.4242,0.77,0.4179,4,4,8,1,Summer,04:00,8,Night
10803,2012-03-31,2,1,3,5,0,6,0,1,0.4,0.4091,0.82,0.2239,0,5,5,1,Summer,05:00,5,Night
10804,2012-03-31,2,1,3,6,0,6,0,2,0.36,0.3485,0.87,0.1642,7,16,23,1,Summer,06:00,23,Morning Peak
10805,2012-03-31,2,1,3,7,0,6,0,2,0.36,0.3485,0.87,0.1642,5,39,44,1,Summer,07:00,44,Morning Peak
10806,2012-03-31,2,1,3,8,0,6,0,2,0.36,0.3485,0.87,0.194,19,126,145,1,Summer,08:00,145,Morning Peak
10807,2012-03-31,2,1,3,9,0,6,0,2,0.4,0.4091,0.76,0.194,62,161,223,1,Summer,09:00,223,Morning Peak
10808,2012-03-31,2,1,3,10,0,6,0,2,0.4,0.4091,0.76,0.1343,108,205,313,1,Summer,10:00,313,Daytime
10809,2012-03-31,2,1,3,11,0,6,0,1,0.46,0.4545,0.72,0.1343,184,279,463,1,Summer,11:00,463,Daytime
10810,2012-03-31,2,1,3,12,0,6,0,1,0.48,0.4697,0.67,0.0,263,358,621,1,Summer,12:00,621,Daytime
10811,2012-03-31,2,1,3,13,0,6,0,1,0.54,0.5152,0.6,0.1343,265,373,638,1,Summer,13:00,638,Daytime
10812,2012-03-31,2,1,3,14,0,6,0,2,0.5,0.4848,0.63,0.2537,240,311,551,1,Summer,14:00,551,Daytime
10813,2012-03-31,2,1,3,15,0,6,0,2,0.52,0.5,0.59,0.2836,275,330,605,1,Summer,15:00,605,Daytime
10814,2012-03-31,2,1,3,16,0,6,0,2,0.5,0.4848,0.63,0.2985,243,292,535,1,Summer,16:00,535,Evening Peak
10815,2012-03-31,2,1,3,17,0,6,0,1,0.48,0.4697,0.67,0.4179,238,305,543,1,Summer,17:00,543,Evening Peak
10816,2012-03-31,2,1,3,18,0,6,0,2,0.44,0.4394,0.72,0.4627,102,239,341,1,Summer,18:00,341,Evening Peak
10817,2012-03-31,2,1,3,19,0,6,0,1,0.42,0.4242,0.71,0.4478,93,191,284,1,Summer,19:00,284,Evening Peak
10818,2012-03-31,2,1,3,20,0,6,0,2,0.4,0.4091,0.71,0.3284,52,156,208,1,Summer,20:00,208,Night
10819,2012-03-31,2,1,3,21,0,6,0,2,0.4,0.4091,0.71,0.3284,36,107,143,1,Summer,21:00,143,Night
10820,2012-03-31,2,1,3,22,0,6,0,2,0.38,0.3939,0.71,0.2537,40,116,156,1,Summer,22:00,156,Night
10821,2012-03-31,2,1,3,23,0,6,0,2,0.36,0.3333,0.76,0.2836,12,100,112,1,Summer,23:00,112,Night
10822,2012-04-01,2,1,4,0,0,0,0,2,0.36,0.3333,0.76,0.2537,8,59,67,1,Summer,00:00,67,Night
10823,2012-04-01,2,1,4,1,0,0,0,2,0.36,0.3485,0.76,0.1642,13,49,62,1,Summer,01:00,62,Night
10824,2012-04-01,2,1,4,2,0,0,0,2,0.36,0.3485,0.76,0.1642,20,61,81,1,Summer,02:00,81,Night
10825,2012-04-01,2,1,4,3,0,0,0,2,0.34,0.3333,0.81,0.1343,4,21,25,1,Summer,03:00,25,Night
10826,2012-04-01,2,1,4,4,0,0,0,2,0.34,0.3485,0.81,0.0896,3,9,12,1,Summer,04:00,12,Night
10827,2012-04-01,2,1,4,5,0,0,0,2,0.34,0.3485,0.81,0.0896,8,10,18,1,Summer,05:00,18,Night
10828,2012-04-01,2,1,4,6,0,0,0,2,0.36,0.3485,0.76,0.1343,9,88,97,1,Summer,06:00,97,Morning Peak
10829,2012-04-01,2,1,4,7,0,0,0,2,0.36,0.3485,0.71,0.1343,29,55,84,1,Summer,07:00,84,Morning Peak
10830,2012-04-01,2,1,4,8,0,0,0,2,0.36,0.3636,0.76,0.0896,37,88,125,1,Summer,08:00,125,Morning Peak
10831,2012-04-01,2,1,4,9,0,0,0,2,0.36,0.3485,0.81,0.1343,102,173,275,1,Summer,09:00,275,Morning Peak
10832,2012-04-01,2,1,4,10,0,0,0,2,0.4,0.4091,0.71,0.1045,132,228,360,1,Summer,10:00,360,Daytime
10833,2012-04-01,2,1,4,11,0,0,0,2,0.4,0.4091,0.71,0.194,180,271,451,1,Summer,11:00,451,Daytime
10834,2012-04-01,2,1,4,12,0,0,0,2,0.42,0.4242,0.67,0.2239,187,258,445,1,Summer,12:00,445,Daytime
10835,2012-04-01,2,1,4,13,0,0,0,2,0.44,0.4394,0.62,0.194,190,274,464,1,Summer,13:00,464,Daytime
10836,2012-04-01,2,1,4,14,0,0,0,2,0.48,0.4697,0.55,0.2239,283,278,561,1,Summer,14:00,561,Daytime
10837,2012-04-01,2,1,4,15,0,0,0,1,0.5,0.4848,0.55,0.2537,295,278,573,1,Summer,15:00,573,Daytime
10838,2012-04-01,2,1,4,16,0,0,0,1,0.52,0.5,0.52,0.2537,236,275,511,1,Summer,16:00,511,Evening Peak
10839,2012-04-01,2,1,4,17,0,0,0,1,0.52,0.5,0.55,0.2836,232,323,555,1,Summer,17:00,555,Evening Peak
10840,2012-04-01,2,1,4,18,0,0,0,1,0.52,0.5,0.52,0.2985,153,279,432,1,Summer,18:00,432,Evening Peak
10841,2012-04-01,2,1,4,19,0,0,0,1,0.52,0.5,0.55,0.2239,110,236,346,1,Summer,19:00,346,Evening Peak
10842,2012-04-01,2,1,4,20,0,0,0,2,0.5,0.4848,0.59,0.2239,66,166,232,1,Summer,20:00,232,Night
10843,2012-04-01,2,1,4,21,0,0,0,2,0.5,0.4848,0.59,0.1642,33,101,134,1,Summer,21:00,134,Night
10844,2012-04-01,2,1,4,22,0,0,0,3,0.5,0.4848,0.63,0.1045,7,61,68,1,Summer,22:00,68,Night
10845,2012-04-01,2,1,4,23,0,0,0,3,0.46,0.4545,0.72,0.0,10,53,63,1,Summer,23:00,63,Night
10846,2012-04-02,2,1,4,0,0,1,1,3,0.44,0.4394,0.82,0.1045,6,11,17,0,Summer,00:00,17,Night
10847,2012-04-02,2,1,4,1,0,1,1,3,0.42,0.4242,0.88,0.0896,0,5,5,0,Summer,01:00,5,Night
10848,2012-04-02,2,1,4,2,0,1,1,3,0.44,0.4394,0.94,0.1343,2,3,5,0,Summer,02:00,5,Night
10849,2012-04-02,2,1,4,4,0,1,1,1,0.4,0.4091,0.76,0.4925,2,2,4,0,Summer,04:00,4,Night
10850,2012-04-02,2,1,4,5,0,1,1,1,0.4,0.4091,0.76,0.4925,2,22,24,0,Summer,05:00,24,Night
10851,2012-04-02,2,1,4,6,0,1,1,1,0.36,0.3182,0.71,0.4627,6,104,110,0,Summer,06:00,110,Morning Peak
10852,2012-04-02,2,1,4,7,0,1,1,1,0.34,0.303,0.66,0.3881,12,294,306,0,Summer,07:00,306,Morning Peak
10853,2012-04-02,2,1,4,8,0,1,1,1,0.36,0.3333,0.57,0.3284,36,553,589,0,Summer,08:00,589,Morning Peak
10854,2012-04-02,2,1,4,9,0,1,1,1,0.38,0.3939,0.54,0.3582,52,265,317,0,Summer,09:00,317,Morning Peak
10855,2012-04-02,2,1,4,10,0,1,1,1,0.4,0.4091,0.5,0.5224,85,119,204,0,Summer,10:00,204,Daytime
10856,2012-04-02,2,1,4,11,0,1,1,1,0.42,0.4242,0.47,0.4478,81,128,209,0,Summer,11:00,209,Daytime
10857,2012-04-02,2,1,4,12,0,1,1,1,0.44,0.4394,0.44,0.4478,100,181,281,0,Summer,12:00,281,Daytime
10858,2012-04-02,2,1,4,13,0,1,1,1,0.46,0.4545,0.36,0.2985,97,184,281,0,Summer,13:00,281,Daytime
10859,2012-04-02,2,1,4,14,0,1,1,1,0.46,0.4545,0.31,0.4179,127,141,268,0,Summer,14:00,268,Daytime
10860,2012-04-02,2,1,4,15,0,1,1,1,0.48,0.4697,0.33,0.4179,132,192,324,0,Summer,15:00,324,Daytime
10861,2012-04-02,2,1,4,16,0,1,1,1,0.5,0.4848,0.34,0.3284,104,291,395,0,Summer,16:00,395,Evening Peak
10862,2012-04-02,2,1,4,17,0,1,1,1,0.5,0.4848,0.29,0.2836,128,601,729,0,Summer,17:00,729,Evening Peak
10863,2012-04-02,2,1,4,18,0,1,1,1,0.5,0.4848,0.27,0.2537,75,543,618,0,Summer,18:00,618,Evening Peak
10864,2012-04-02,2,1,4,19,0,1,1,1,0.5,0.4848,0.27,0.2537,66,428,494,0,Summer,19:00,494,Evening Peak
10865,2012-04-02,2,1,4,20,0,1,1,1,0.46,0.4545,0.31,0.1642,48,281,329,0,Summer,20:00,329,Night
10866,2012-04-02,2,1,4,21,0,1,1,1,0.46,0.4545,0.28,0.1343,24,214,238,0,Summer,21:00,238,Night
10867,2012-04-02,2,1,4,22,0,1,1,1,0.42,0.4242,0.44,0.194,17,106,123,0,Summer,22:00,123,Night
10868,2012-04-02,2,1,4,23,0,1,1,1,0.44,0.4394,0.35,0.1642,6,60,66,0,Summer,23:00,66,Night
10869,2012-04-03,2,1,4,0,0,2,1,1,0.4,0.4091,0.43,0.1343,1,32,33,0,Summer,00:00,33,Night
10870,2012-04-03,2,1,4,1,0,2,1,1,0.38,0.3939,0.46,0.2239,0,11,11,0,Summer,01:00,11,Night
10871,2012-04-03,2,1,4,2,0,2,1,1,0.36,0.3485,0.53,0.1642,0,5,5,0,Summer,02:00,5,Night
10872,2012-04-03,2,1,4,3,0,2,1,1,0.38,0.3939,0.46,0.0,0,3,3,0,Summer,03:00,3,Night
10873,2012-04-03,2,1,4,4,0,2,1,1,0.32,0.3333,0.66,0.0896,0,1,1,0,Summer,04:00,1,Night
10874,2012-04-03,2,1,4,5,0,2,1,1,0.32,0.3333,0.66,0.0896,2,25,27,0,Summer,05:00,27,Night
10875,2012-04-03,2,1,4,6,0,2,1,1,0.3,0.3182,0.61,0.0896,2,98,100,0,Summer,06:00,100,Morning Peak
10876,2012-04-03,2,1,4,7,0,2,1,1,0.32,0.3333,0.66,0.0896,14,327,341,0,Summer,07:00,341,Morning Peak
10877,2012-04-03,2,1,4,8,0,2,1,1,0.34,0.3636,0.57,0.0,27,577,604,0,Summer,08:00,604,Morning Peak
10878,2012-04-03,2,1,4,9,0,2,1,1,0.42,0.4242,0.38,0.0896,54,354,408,0,Summer,09:00,408,Morning Peak
10879,2012-04-03,2,1,4,10,0,2,1,1,0.44,0.4394,0.33,0.0,77,142,219,0,Summer,10:00,219,Daytime
10880,2012-04-03,2,1,4,11,0,2,1,1,0.48,0.4697,0.23,0.0,91,167,258,0,Summer,11:00,258,Daytime
10881,2012-04-03,2,1,4,12,0,2,1,1,0.52,0.5,0.25,0.0,101,230,331,0,Summer,12:00,331,Daytime
10882,2012-04-03,2,1,4,13,0,2,1,1,0.56,0.5303,0.19,0.2537,120,225,345,0,Summer,13:00,345,Daytime
10883,2012-04-03,2,1,4,14,0,2,1,1,0.56,0.5303,0.21,0.2239,120,191,311,0,Summer,14:00,311,Daytime
10884,2012-04-03,2,1,4,15,0,2,1,1,0.6,0.5909,0.2,0.194,109,207,316,0,Summer,15:00,316,Daytime
10885,2012-04-03,2,1,4,16,0,2,1,1,0.62,0.6061,0.21,0.1642,145,340,485,0,Summer,16:00,485,Evening Peak
10886,2012-04-03,2,1,4,17,0,2,1,1,0.62,0.6061,0.17,0.194,123,634,757,0,Summer,17:00,757,Evening Peak
10887,2012-04-03,2,1,4,18,0,2,1,1,0.6,0.6061,0.26,0.1642,139,661,800,0,Summer,18:00,800,Evening Peak
10888,2012-04-03,2,1,4,19,0,2,1,1,0.56,0.5303,0.26,0.1045,98,460,558,0,Summer,19:00,558,Evening Peak
10889,2012-04-03,2,1,4,20,0,2,1,1,0.56,0.5303,0.24,0.1343,54,325,379,0,Summer,20:00,379,Night
10890,2012-04-03,2,1,4,21,0,2,1,1,0.54,0.5152,0.45,0.0,33,210,243,0,Summer,21:00,243,Night
10891,2012-04-03,2,1,4,22,0,2,1,1,0.5,0.4848,0.51,0.0,25,133,158,0,Summer,22:00,158,Night
10892,2012-04-03,2,1,4,23,0,2,1,1,0.5,0.4848,0.59,0.0,13,66,79,0,Summer,23:00,79,Night
10893,2012-04-04,2,1,4,0,0,3,1,1,0.48,0.4697,0.48,0.0,18,23,41,0,Summer,00:00,41,Night
10894,2012-04-04,2,1,4,1,0,3,1,1,0.46,0.4545,0.59,0.0,0,11,11,0,Summer,01:00,11,Night
10895,2012-04-04,2,1,4,2,0,3,1,1,0.46,0.4545,0.51,0.0,0,5,5,0,Summer,02:00,5,Night
10896,2012-04-04,2,1,4,3,0,3,1,1,0.44,0.4394,0.58,0.0896,0,3,3,0,Summer,03:00,3,Night
10897,2012-04-04,2,1,4,4,0,3,1,1,0.42,0.4242,0.67,0.0896,0,1,1,0,Summer,04:00,1,Night
10898,2012-04-04,2,1,4,5,0,3,1,1,0.42,0.4242,0.67,0.0896,0,27,27,0,Summer,05:00,27,Night
10899,2012-04-04,2,1,4,6,0,3,1,2,0.42,0.4242,0.58,0.0,6,120,126,0,Summer,06:00,126,Morning Peak
10900,2012-04-04,2,1,4,7,0,3,1,2,0.44,0.4394,0.62,0.0,12,354,366,0,Summer,07:00,366,Morning Peak
10901,2012-04-04,2,1,4,8,0,3,1,2,0.44,0.4394,0.72,0.1045,31,653,684,0,Summer,08:00,684,Morning Peak
10902,2012-04-04,2,1,4,9,0,3,1,2,0.48,0.4697,0.55,0.1343,47,316,363,0,Summer,09:00,363,Morning Peak
10903,2012-04-04,2,1,4,10,0,3,1,2,0.54,0.5152,0.45,0.1343,68,99,167,0,Summer,10:00,167,Daytime
10904,2012-04-04,2,1,4,11,0,3,1,2,0.6,0.6212,0.43,0.3582,61,152,213,0,Summer,11:00,213,Daytime
10905,2012-04-04,2,1,4,12,0,3,1,2,0.6,0.6212,0.46,0.4179,73,210,283,0,Summer,12:00,283,Daytime
10906,2012-04-04,2,1,4,13,0,3,1,2,0.6,0.6212,0.46,0.2537,70,181,251,0,Summer,13:00,251,Daytime
10907,2012-04-04,2,1,4,14,0,3,1,2,0.62,0.6212,0.46,0.194,82,176,258,0,Summer,14:00,258,Daytime
10908,2012-04-04,2,1,4,15,0,3,1,2,0.64,0.6212,0.44,0.2836,86,182,268,0,Summer,15:00,268,Daytime
10909,2012-04-04,2,1,4,16,0,3,1,2,0.64,0.6212,0.44,0.2836,86,304,390,0,Summer,16:00,390,Evening Peak
10910,2012-04-04,2,1,4,17,0,3,1,1,0.66,0.6212,0.41,0.2985,99,645,744,0,Summer,17:00,744,Evening Peak
10911,2012-04-04,2,1,4,18,0,3,1,1,0.66,0.6212,0.41,0.2537,113,646,759,0,Summer,18:00,759,Evening Peak
10912,2012-04-04,2,1,4,19,0,3,1,1,0.66,0.6212,0.39,0.2239,75,419,494,0,Summer,19:00,494,Evening Peak
10913,2012-04-04,2,1,4,20,0,3,1,1,0.64,0.6212,0.27,0.2239,39,333,372,0,Summer,20:00,372,Night
10914,2012-04-04,2,1,4,21,0,3,1,1,0.6,0.6061,0.23,0.3284,43,255,298,0,Summer,21:00,298,Night
10915,2012-04-04,2,1,4,22,0,3,1,1,0.56,0.5303,0.22,0.1642,30,151,181,0,Summer,22:00,181,Night
10916,2012-04-04,2,1,4,23,0,3,1,1,0.52,0.5,0.23,0.4179,19,112,131,0,Summer,23:00,131,Night
10917,2012-04-05,2,1,4,0,0,4,1,1,0.52,0.5,0.23,0.4179,12,33,45,0,Summer,00:00,45,Night
10918,2012-04-05,2,1,4,1,0,4,1,1,0.48,0.4697,0.27,0.3284,4,9,13,0,Summer,01:00,13,Night
10919,2012-04-05,2,1,4,2,0,4,1,1,0.46,0.4545,0.33,0.4478,7,11,18,0,Summer,02:00,18,Night
10920,2012-04-05,2,1,4,3,0,4,1,1,0.42,0.4242,0.41,0.2985,0,5,5,0,Summer,03:00,5,Night
10921,2012-04-05,2,1,4,4,0,4,1,1,0.38,0.3939,0.43,0.2836,0,1,1,0,Summer,04:00,1,Night
10922,2012-04-05,2,1,4,5,0,4,1,1,0.38,0.3939,0.43,0.2836,1,28,29,0,Summer,05:00,29,Night
10923,2012-04-05,2,1,4,6,0,4,1,1,0.36,0.3333,0.46,0.3284,8,118,126,0,Summer,06:00,126,Morning Peak
10924,2012-04-05,2,1,4,7,0,4,1,1,0.34,0.3333,0.49,0.194,15,339,354,0,Summer,07:00,354,Morning Peak
10925,2012-04-05,2,1,4,8,0,4,1,1,0.36,0.3485,0.46,0.2239,28,610,638,0,Summer,08:00,638,Morning Peak
10926,2012-04-05,2,1,4,9,0,4,1,1,0.4,0.4091,0.37,0.2537,61,290,351,0,Summer,09:00,351,Morning Peak
10927,2012-04-05,2,1,4,10,0,4,1,1,0.42,0.4242,0.35,0.2836,88,158,246,0,Summer,10:00,246,Daytime
10928,2012-04-05,2,1,4,11,0,4,1,2,0.42,0.4242,0.38,0.2239,109,159,268,0,Summer,11:00,268,Daytime
10929,2012-04-05,2,1,4,12,0,4,1,1,0.44,0.4394,0.33,0.0,66,210,276,0,Summer,12:00,276,Daytime
10930,2012-04-05,2,1,4,13,0,4,1,1,0.46,0.4545,0.31,0.0,89,202,291,0,Summer,13:00,291,Daytime
10931,2012-04-05,2,1,4,14,0,4,1,1,0.46,0.4545,0.33,0.1642,143,144,287,0,Summer,14:00,287,Daytime
10932,2012-04-05,2,1,4,15,0,4,1,1,0.5,0.4848,0.31,0.1045,98,171,269,0,Summer,15:00,269,Daytime
10933,2012-04-05,2,1,4,16,0,4,1,1,0.5,0.4848,0.31,0.194,84,318,402,0,Summer,16:00,402,Evening Peak
10934,2012-04-05,2,1,4,17,0,4,1,1,0.5,0.4848,0.31,0.1642,145,677,822,0,Summer,17:00,822,Evening Peak
10935,2012-04-05,2,1,4,18,0,4,1,1,0.5,0.4848,0.31,0.1045,80,618,698,0,Summer,18:00,698,Evening Peak
10936,2012-04-05,2,1,4,19,0,4,1,1,0.48,0.4697,0.31,0.2537,64,423,487,0,Summer,19:00,487,Evening Peak
10937,2012-04-05,2,1,4,20,0,4,1,1,0.44,0.4394,0.41,0.194,33,279,312,0,Summer,20:00,312,Night
10938,2012-04-05,2,1,4,21,0,4,1,1,0.42,0.4242,0.47,0.194,25,209,234,0,Summer,21:00,234,Night
10939,2012-04-05,2,1,4,22,0,4,1,1,0.4,0.4091,0.47,0.194,20,129,149,0,Summer,22:00,149,Night
10940,2012-04-05,2,1,4,23,0,4,1,1,0.4,0.4091,0.5,0.1343,12,124,136,0,Summer,23:00,136,Night
10941,2012-04-06,2,1,4,0,0,5,1,1,0.4,0.4091,0.43,0.0,12,49,61,0,Summer,00:00,61,Night
10942,2012-04-06,2,1,4,1,0,5,1,1,0.36,0.3485,0.62,0.1343,10,28,38,0,Summer,01:00,38,Night
10943,2012-04-06,2,1,4,2,0,5,1,1,0.36,0.3333,0.5,0.3881,6,5,11,0,Summer,02:00,11,Night
10944,2012-04-06,2,1,4,3,0,5,1,1,0.34,0.303,0.53,0.3284,3,5,8,0,Summer,03:00,8,Night
10945,2012-04-06,2,1,4,4,0,5,1,1,0.34,0.3182,0.49,0.2537,2,3,5,0,Summer,04:00,5,Night
10946,2012-04-06,2,1,4,5,0,5,1,1,0.32,0.303,0.53,0.3284,0,23,23,0,Summer,05:00,23,Night
10947,2012-04-06,2,1,4,6,0,5,1,1,0.3,0.2727,0.49,0.3881,0,80,80,0,Summer,06:00,80,Morning Peak
10948,2012-04-06,2,1,4,7,0,5,1,1,0.3,0.2879,0.49,0.2836,15,231,246,0,Summer,07:00,246,Morning Peak
10949,2012-04-06,2,1,4,8,0,5,1,1,0.3,0.2727,0.49,0.3284,19,489,508,0,Summer,08:00,508,Morning Peak
10950,2012-04-06,2,1,4,9,0,5,1,1,0.34,0.303,0.42,0.3284,58,318,376,0,Summer,09:00,376,Morning Peak
10951,2012-04-06,2,1,4,10,0,5,1,1,0.36,0.3333,0.4,0.3284,81,157,238,0,Summer,10:00,238,Daytime
10952,2012-04-06,2,1,4,11,0,5,1,1,0.4,0.4091,0.37,0.2985,112,179,291,0,Summer,11:00,291,Daytime
10953,2012-04-06,2,1,4,12,0,5,1,1,0.42,0.4242,0.35,0.2985,113,224,337,0,Summer,12:00,337,Daytime
10954,2012-04-06,2,1,4,13,0,5,1,1,0.44,0.4394,0.33,0.3284,173,238,411,0,Summer,13:00,411,Daytime
10955,2012-04-06,2,1,4,14,0,5,1,1,0.48,0.4697,0.29,0.3881,240,250,490,0,Summer,14:00,490,Daytime
10956,2012-04-06,2,1,4,15,0,5,1,1,0.5,0.4848,0.27,0.2836,218,319,537,0,Summer,15:00,537,Daytime
10957,2012-04-06,2,1,4,16,0,5,1,1,0.5,0.4848,0.22,0.4179,184,352,536,0,Summer,16:00,536,Evening Peak
10958,2012-04-06,2,1,4,17,0,5,1,1,0.52,0.5,0.23,0.4179,172,483,655,0,Summer,17:00,655,Evening Peak
10959,2012-04-06,2,1,4,18,0,5,1,1,0.5,0.4848,0.22,0.4627,104,380,484,0,Summer,18:00,484,Evening Peak
10960,2012-04-06,2,1,4,19,0,5,1,1,0.48,0.4697,0.23,0.2985,115,297,412,0,Summer,19:00,412,Evening Peak
10961,2012-04-06,2,1,4,20,0,5,1,1,0.46,0.4545,0.24,0.2836,61,191,252,0,Summer,20:00,252,Night
10962,2012-04-06,2,1,4,21,0,5,1,1,0.44,0.4394,0.26,0.1343,54,136,190,0,Summer,21:00,190,Night
10963,2012-04-06,2,1,4,22,0,5,1,1,0.4,0.4091,0.35,0.2239,34,124,158,0,Summer,22:00,158,Night
10964,2012-04-06,2,1,4,23,0,5,1,1,0.42,0.4242,0.3,0.2836,21,92,113,0,Summer,23:00,113,Night
10965,2012-04-07,2,1,4,0,0,6,0,1,0.42,0.4242,0.26,0.2985,9,85,94,1,Summer,00:00,94,Night
10966,2012-04-07,2,1,4,1,0,6,0,1,0.4,0.4091,0.28,0.2537,9,60,69,1,Summer,01:00,69,Night
10967,2012-04-07,2,1,4,2,0,6,0,1,0.36,0.3333,0.29,0.3582,11,25,36,1,Summer,02:00,36,Night
10968,2012-04-07,2,1,4,3,0,6,0,1,0.36,0.3333,0.32,0.2537,7,21,28,1,Summer,03:00,28,Night
10969,2012-04-07,2,1,4,4,0,6,0,1,0.32,0.3182,0.36,0.1642,3,4,7,1,Summer,04:00,7,Night
10970,2012-04-07,2,1,4,5,0,6,0,1,0.32,0.3182,0.33,0.1642,0,2,2,1,Summer,05:00,2,Night
10971,2012-04-07,2,1,4,6,0,6,0,1,0.32,0.3182,0.36,0.194,1,18,19,1,Summer,06:00,19,Morning Peak
10972,2012-04-07,2,1,4,7,0,6,0,1,0.32,0.303,0.33,0.2836,14,40,54,1,Summer,07:00,54,Morning Peak
10973,2012-04-07,2,1,4,8,0,6,0,1,0.34,0.3182,0.34,0.2537,29,94,123,1,Summer,08:00,123,Morning Peak
10974,2012-04-07,2,1,4,9,0,6,0,1,0.4,0.4091,0.3,0.2537,103,173,276,1,Summer,09:00,276,Morning Peak
10975,2012-04-07,2,1,4,10,0,6,0,1,0.42,0.4242,0.28,0.2537,187,176,363,1,Summer,10:00,363,Daytime
10976,2012-04-07,2,1,4,11,0,6,0,1,0.44,0.4394,0.24,0.2985,251,244,495,1,Summer,11:00,495,Daytime
10977,2012-04-07,2,1,4,12,0,6,0,1,0.46,0.4545,0.23,0.3881,320,270,590,1,Summer,12:00,590,Daytime
10978,2012-04-07,2,1,4,13,0,6,0,1,0.5,0.4848,0.22,0.194,355,288,643,1,Summer,13:00,643,Daytime
10979,2012-04-07,2,1,4,14,0,6,0,1,0.5,0.4848,0.22,0.2985,326,252,578,1,Summer,14:00,578,Daytime
10980,2012-04-07,2,1,4,15,0,6,0,1,0.52,0.5,0.19,0.4179,321,305,626,1,Summer,15:00,626,Daytime
10981,2012-04-07,2,1,4,16,0,6,0,1,0.54,0.5152,0.19,0.3881,354,261,615,1,Summer,16:00,615,Evening Peak
10982,2012-04-07,2,1,4,17,0,6,0,1,0.54,0.5152,0.19,0.4179,299,268,567,1,Summer,17:00,567,Evening Peak
10983,2012-04-07,2,1,4,18,0,6,0,1,0.54,0.5152,0.18,0.2985,227,290,517,1,Summer,18:00,517,Evening Peak
10984,2012-04-07,2,1,4,19,0,6,0,1,0.54,0.5152,0.16,0.3284,170,243,413,1,Summer,19:00,413,Evening Peak
10985,2012-04-07,2,1,4,20,0,6,0,1,0.5,0.4848,0.2,0.2239,73,135,208,1,Summer,20:00,208,Night
10986,2012-04-07,2,1,4,21,0,6,0,1,0.5,0.4848,0.2,0.194,75,159,234,1,Summer,21:00,234,Night
10987,2012-04-07,2,1,4,22,0,6,0,1,0.48,0.4697,0.2,0.194,76,106,182,1,Summer,22:00,182,Night
10988,2012-04-07,2,1,4,23,0,6,0,1,0.46,0.4545,0.23,0.2239,32,86,118,1,Summer,23:00,118,Night
10989,2012-04-08,2,1,4,0,0,0,0,1,0.44,0.4394,0.24,0.2239,21,64,85,1,Summer,00:00,85,Night
10990,2012-04-08,2,1,4,1,0,0,0,1,0.44,0.4394,0.24,0.2239,14,50,64,1,Summer,01:00,64,Night
10991,2012-04-08,2,1,4,2,0,0,0,1,0.44,0.4394,0.24,0.2239,7,25,32,1,Summer,02:00,32,Night
10992,2012-04-08,2,1,4,3,0,0,0,1,0.42,0.4242,0.26,0.1343,8,18,26,1,Summer,03:00,26,Night
10993,2012-04-08,2,1,4,4,0,0,0,1,0.4,0.4091,0.4,0.0,0,7,7,1,Summer,04:00,7,Night
10994,2012-04-08,2,1,4,5,0,0,0,1,0.38,0.3939,0.46,0.0,4,8,12,1,Summer,05:00,12,Night
10995,2012-04-08,2,1,4,6,0,0,0,1,0.36,0.3788,0.37,0.0,7,21,28,1,Summer,06:00,28,Morning Peak
10996,2012-04-08,2,1,4,7,0,0,0,1,0.38,0.3939,0.27,0.1642,12,25,37,1,Summer,07:00,37,Morning Peak
10997,2012-04-08,2,1,4,8,0,0,0,1,0.4,0.4091,0.3,0.194,19,65,84,1,Summer,08:00,84,Morning Peak
10998,2012-04-08,2,1,4,9,0,0,0,1,0.44,0.4394,0.26,0.2239,71,108,179,1,Summer,09:00,179,Morning Peak
10999,2012-04-08,2,1,4,10,0,0,0,1,0.5,0.4848,0.25,0.2239,113,186,299,1,Summer,10:00,299,Daytime
11000,2012-04-08,2,1,4,11,0,0,0,1,0.5,0.4848,0.25,0.2836,195,209,404,1,Summer,11:00,404,Daytime
11001,2012-04-08,2,1,4,12,0,0,0,1,0.54,0.5152,0.24,0.2537,198,259,457,1,Summer,12:00,457,Daytime
11002,2012-04-08,2,1,4,13,0,0,0,1,0.58,0.5455,0.23,0.1642,229,254,483,1,Summer,13:00,483,Daytime
11003,2012-04-08,2,1,4,14,0,0,0,1,0.6,0.5909,0.18,0.4478,254,249,503,1,Summer,14:00,503,Daytime
11004,2012-04-08,2,1,4,15,0,0,0,1,0.62,0.6061,0.17,0.3582,260,226,486,1,Summer,15:00,486,Daytime
11005,2012-04-08,2,1,4,16,0,0,0,1,0.64,0.6061,0.19,0.3284,232,244,476,1,Summer,16:00,476,Evening Peak
11006,2012-04-08,2,1,4,17,0,0,0,1,0.62,0.6061,0.22,0.2985,185,226,411,1,Summer,17:00,411,Evening Peak
